"producing_analysis","current_path","artifact_type","canonical_or_intermediate","downstream_consumers","n_downstream_consumers","manuscript_consumer","size","tracked","frozen","frozen_beneath","is_directory","exists_on_disk","proposed_path","migration_strategy","path_changes"
"analysis/02_qc/render_joint_compartment_qc_figures.R","results/figures/03_qc_exploration/00b_joint_compartment_qc/publication_style/global/joint_compartment_qc_extended_data_figure_183mm.svg","figures","DIAGNOSTIC","",0,FALSE,20269860,FALSE,FALSE,0,FALSE,TRUE,"results/qc/render_joint_compartment_qc_figures/global/plots/joint_compartment_qc_extended_data_figure_183mm.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/02_qc/render_joint_compartment_qc_figures.R","results/figures/03_qc_exploration/00b_joint_compartment_qc/publication_style/global/joint_compartment_qc_main_figure_183mm.svg","figures","DIAGNOSTIC","",0,FALSE,7939572,FALSE,FALSE,0,FALSE,TRUE,"results/qc/render_joint_compartment_qc_figures/global/plots/joint_compartment_qc_main_figure_183mm.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/02_qc/render_joint_compartment_qc_figures.R","results/figures/03_qc_exploration/00b_joint_compartment_qc/publication_style/global/panels/","figures","DIAGNOSTIC","",0,FALSE,28109805,FALSE,FALSE,0,TRUE,TRUE,"results/qc/render_joint_compartment_qc_figures/global/plots/panels","REPOINT_WRITER_ONLY",TRUE
"analysis/02_qc/assess_sample_quality.R","results/figures/03_qc_exploration/01_sample_qc_quicksearch/<dataset>/","figures","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,TRUE,FALSE,"results/qc/assess_sample_quality/<dataset>/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/02_qc/render_compartment_abundance_figures.R","results/figures/03_qc_exploration/04e_control_compartment_abundance_publication_figures/global/","figures","DIAGNOSTIC","",0,FALSE,3037646,FALSE,FALSE,0,TRUE,TRUE,"results/qc/render_compartment_abundance_figures/global/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/04_differential_abundance/validate_control_spatial_identity.R","results/figures/04_differential_expression_enrichment/control_spatial_identity_validation/global/","figures","DIAGNOSTIC","",0,FALSE,53882,FALSE,FALSE,0,TRUE,TRUE,"results/differential_abundance/validate_control_spatial_identity/global/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/04_differential_abundance/audit_stress_response_biology.R","results/figures/04_differential_expression_enrichment/stress_response_biological_audit/global/","figures","DIAGNOSTIC","",0,FALSE,678708,FALSE,FALSE,0,TRUE,TRUE,"results/differential_abundance/audit_stress_response_biology/global/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/04_differential_abundance/build_sus_res_dap_atlas.R","results/figures/04_differential_expression_enrichment/sus_res_spatial_dap_atlas/global/","figures","DIAGNOSTIC","",0,FALSE,1353474,FALSE,FALSE,0,TRUE,TRUE,"results/differential_abundance/build_sus_res_dap_atlas/global/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_module_go_heatmaps.R","results/figures/06_modules_WGCNA/01b_module_supermodule_GO_heatmaps/<dataset>/","figures","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,TRUE,FALSE,"results/wgcna/render_module_go_heatmaps/<dataset>/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_independence_figures.R","results/figures/06_modules_WGCNA/microglia_neuropil_independence/microglia/","figures","DIAGNOSTIC","",0,FALSE,163080,FALSE,FALSE,0,TRUE,TRUE,"results/wgcna/render_microglia_independence_figures/<dataset>/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/summarize_microglia_roi_specificity.R","results/figures/06_modules_WGCNA/microglia_roi_specificity/microglia/","figures","DIAGNOSTIC","",0,FALSE,320304,FALSE,FALSE,0,TRUE,TRUE,"results/wgcna/summarize_microglia_roi_specificity/<dataset>/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/summarize_microglia_roi_specificity.R","results/figures/06_modules_WGCNA/microglia_roi_specificity/microglia/microglia_roi_specificity_decision_map.pdf","figures","DIAGNOSTIC","",0,FALSE,41412,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/summarize_microglia_roi_specificity/<dataset>/plots/microglia_roi_specificity_decision_map.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/summarize_microglia_roi_specificity.R","results/figures/06_modules_WGCNA/microglia_roi_specificity/microglia/microglia_roi_specificity_decision_map.svg","figures","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/summarize_microglia_roi_specificity/<dataset>/plots/microglia_roi_specificity_decision_map.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/summarize_module_scores.R","results/figures/06_modules_WGCNA/score_publication_summary/<dataset>/publication_supermodule_consistency_<dataset>_wgcna_primary_all_replicates.svg","figures","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/summarize_module_scores/<dataset>/plots/publication_supermodule_consistency_<dataset>_wgcna_primary_all_replicates.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/summarize_module_scores.R","results/figures/06_modules_WGCNA/score_publication_summary/<dataset>/publication_supermodule_consistency_<dataset>_wgcna_sensitivity.svg","figures","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/summarize_module_scores/<dataset>/plots/publication_supermodule_consistency_<dataset>_wgcna_sensitivity.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/summarize_module_scores.R","results/figures/06_modules_WGCNA/score_publication_summary/<dataset>/publication_supermodule_correlation_<dataset>_wgcna_primary_all_replicates.svg","figures","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/summarize_module_scores/<dataset>/plots/publication_supermodule_correlation_<dataset>_wgcna_primary_all_replicates.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/summarize_module_scores.R","results/figures/06_modules_WGCNA/score_publication_summary/<dataset>/publication_supermodule_correlation_<dataset>_wgcna_sensitivity.svg","figures","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/summarize_module_scores/<dataset>/plots/publication_supermodule_correlation_<dataset>_wgcna_sensitivity.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/summarize_module_scores.R","results/figures/06_modules_WGCNA/score_publication_summary/<dataset>/publication_supermodule_effect_heatmap_<dataset>_wgcna_primary_all_replicates.svg","figures","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/summarize_module_scores/<dataset>/plots/publication_supermodule_effect_heatmap_<dataset>_wgcna_primary_all_replicates.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/summarize_module_scores.R","results/figures/06_modules_WGCNA/score_publication_summary/<dataset>/publication_supermodule_effect_heatmap_<dataset>_wgcna_sensitivity.svg","figures","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/summarize_module_scores/<dataset>/plots/publication_supermodule_effect_heatmap_<dataset>_wgcna_sensitivity.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures/microglia/all_supermodule_architecture.svg","figures","DIAGNOSTIC","",0,FALSE,12366,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_module_figures/<dataset>/plots/all_supermodule_architecture.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures/microglia/all_supermodule_global_eigengenes.svg","figures","DIAGNOSTIC","",0,FALSE,142835,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_module_figures/<dataset>/plots/all_supermodule_global_eigengenes.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures/microglia/all_supermodule_sus_res_forest.svg","figures","DIAGNOSTIC","",0,FALSE,12231,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_module_figures/<dataset>/plots/all_supermodule_sus_res_forest.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures/microglia/all_supermodule_sus_res_spatial_heatmap.svg","figures","DIAGNOSTIC","",0,FALSE,18128,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_module_figures/<dataset>/plots/all_supermodule_sus_res_spatial_heatmap.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures/microglia/multi_supermodule_member_loadings.svg","figures","DIAGNOSTIC","",0,FALSE,15859,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_module_figures/<dataset>/plots/multi_supermodule_member_loadings.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures/microglia/supplementary_all_contrast_effect_matrix.svg","figures","DIAGNOSTIC","",0,FALSE,14941,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_module_figures/<dataset>/plots/supplementary_all_contrast_effect_matrix.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_architecture.pdf","figures","DIAGNOSTIC","",0,FALSE,30437,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/corrected_all_supermodule_architecture.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_architecture.svg","figures","DIAGNOSTIC","",0,FALSE,11777,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/corrected_all_supermodule_architecture.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_global_eigengenes.pdf","figures","DIAGNOSTIC","",0,FALSE,55189,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/corrected_all_supermodule_global_eigengenes.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_global_eigengenes.svg","figures","DIAGNOSTIC","",0,FALSE,131743,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/corrected_all_supermodule_global_eigengenes.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_sus_res_forest.pdf","figures","DIAGNOSTIC","",0,FALSE,27816,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/corrected_all_supermodule_sus_res_forest.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_sus_res_forest.svg","figures","DIAGNOSTIC","",0,FALSE,11034,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/corrected_all_supermodule_sus_res_forest.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_sus_res_spatial_heatmap.pdf","figures","DIAGNOSTIC","",0,FALSE,30408,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/corrected_all_supermodule_sus_res_spatial_heatmap.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_all_supermodule_sus_res_spatial_heatmap.svg","figures","DIAGNOSTIC","",0,FALSE,16440,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/corrected_all_supermodule_sus_res_spatial_heatmap.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_multi_supermodule_member_loadings.pdf","figures","DIAGNOSTIC","",0,FALSE,25066,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/corrected_multi_supermodule_member_loadings.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_multi_supermodule_member_loadings.svg","figures","DIAGNOSTIC","",0,FALSE,11890,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/corrected_multi_supermodule_member_loadings.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_supplementary_all_contrast_effect_matrix.pdf","figures","DIAGNOSTIC","",0,FALSE,28047,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/corrected_supplementary_all_contrast_effect_matrix.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/corrected_supplementary_all_contrast_effect_matrix.svg","figures","DIAGNOSTIC","",0,FALSE,13045,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/corrected_supplementary_all_contrast_effect_matrix.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/wgcna_readiness_summary.pdf","figures","DIAGNOSTIC","",0,FALSE,25150,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/wgcna_readiness_summary.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/figures/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/wgcna_readiness_summary.svg","figures","DIAGNOSTIC","",0,FALSE,20042,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/plots/wgcna_readiness_summary.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/07_spatial_networks/render_differential_network_figures.R","results/figures/07_spatial_networks/bootstrap_differential_network_figures/","figures","DIAGNOSTIC","",0,FALSE,0,FALSE,FALSE,0,TRUE,TRUE,"results/spatial_networks/render_differential_network_figures/<dataset>/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/07_spatial_networks/render_network_chord_diagram.R","results/figures/07_spatial_networks/chord_diagram/","figures","DIAGNOSTIC","",0,FALSE,0,FALSE,FALSE,0,TRUE,TRUE,"results/spatial_networks/render_network_chord_diagram/<dataset>/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/test_behaviour_proteomics_associations.R","results/figures/08_behavior_physio_coupling/correlate_proteomics_with_behavior/Figure3_AUC_vs_Proteomics.svg","figures","DIAGNOSTIC","",0,FALSE,14637,FALSE,FALSE,0,FALSE,TRUE,"results/integration/test_behaviour_proteomics_associations/<dataset>/plots/Figure3_AUC_vs_Proteomics.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/test_behaviour_proteomics_associations.R","results/figures/08_behavior_physio_coupling/correlate_proteomics_with_behavior/SourceData_Figure3_Correlation.csv","figures","DIAGNOSTIC","",0,FALSE,2090,FALSE,FALSE,0,FALSE,TRUE,"results/integration/test_behaviour_proteomics_associations/<dataset>/plots/SourceData_Figure3_Correlation.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/test_network_behaviour_coupling.R","results/figures/08_behavior_physio_coupling/network_behavior_coupling/","figures","DIAGNOSTIC","",0,FALSE,465731,FALSE,FALSE,0,TRUE,TRUE,"results/integration/test_network_behaviour_coupling/<dataset>/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/","figures","DIAGNOSTIC","",0,FALSE,2146755,FALSE,FALSE,0,TRUE,TRUE,"results/integration/render_module_circular_atlas/global/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_main.pdf","figures","DIAGNOSTIC","",0,FALSE,52847,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_atlas_main.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_main.svg","figures","DIAGNOSTIC","",0,FALSE,236264,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_atlas_main.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_selected_only.pdf","figures","DIAGNOSTIC","",0,FALSE,41596,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_atlas_selected_only.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_selected_only.svg","figures","DIAGNOSTIC","",0,FALSE,193965,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_atlas_selected_only.svg","REPOINT_WRITER_ONLY",TRUE
