"old_path","expected_path","intended_extension","producer","write_site","evidence","current_hash","bytes","collision","export_effect","action"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_RNP_RNA_processing_full_sensiti","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_RNP_RNA_processing_full_sen.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","3a8f4bcd2be8ae8dd830b1dc93cd2c43dcfbd4b9b59fb7e5215c92d3614bf5bc",7717,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_RNP_RNA_processing_main_sensiti","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_RNP_RNA_processing_main_sen.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","a576a2d9f6394bc3b8277a87bb7f2c80973561b92a529efd6a3a77aded3402c3",7592,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_synaptic_cytoskeleton_sensitivi","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_synaptic_cytoskeleton_sensi.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","9107c92055d438ef96f1967a9dc340b23d18e459a9d95b8971556af563f2a3ae",7835,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_chromatin_RNP_related_explorato","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_chromatin_RNP_related_explo.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","extension from the writer template (ggsave .svg at score_module_activity.R:3343/3357/4088); stem tail unrecoverable, truncated stem retained; content signature = svg, within the writer's emitted formats (svg)","10f697dba68f7140a9997f8204038893c9b9a230126f922f80fe8857100f2b39",8217,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_endo_lysosomal_proteostasis_sen","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_endo_lysosomal_proteostasis.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","63205219d728edd662429cf5b7bd74276bfcbed066d688c9768d5f11762b4d86",7975,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_mito_bioenergetics_sensitivity_","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_mito_bioenergetics_sensitiv.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","0fdd5e9014ed02a89372f19844136e6e5dbf42daf22eb182bcd3e7c5fa0d8102",7952,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_ribosome_translation_sensitivit","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_ribosome_translation_sensit.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","90edd4a71fac2e3344342531be92daf0ab8d4f494d9066dad00de8a97bd2aeae",8126,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_RNP_RNA_processing_full_sensiti","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_RNP_RNA_processing_full_sen.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","a904bb74aeb96594576f21ef827181088a4313d19416f04cc6f290ef08413a99",7595,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_RNP_RNA_processing_main_sensiti","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_RNP_RNA_processing_main_sen.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","591a312c7b10d66070ed2d05bc4b9371dcb5b6263dc897c21cb0610ad8a348af",7596,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_synaptic_cytoskeleton_sensitivi","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_Neuropil_synaptic_cytoskeleton_sensi.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","05141578d3409ed1564a747489240e13b2955d3f5d460ab7a682e1aca4c4f7d6",7950,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_chromatin_RNP_related_explorat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_chromatin_RNP_related_expl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","extension from the writer template (ggsave .svg at score_module_activity.R:3343/3357/4088); stem tail unrecoverable, truncated stem retained; content signature = svg, within the writer's emitted formats (svg)","e6b44b9cd61e84927b2f37c98a1ba74c45024adb3b9d085bd8d020d5d7326bfe",7848,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_endo_lysosomal_proteostasis_se","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_endo_lysosomal_proteostasi.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","948333602036816c4c477df4e2311f02f9577180903f4bc9df984c011ca23e29",7427,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_mito_bioenergetics_sensitivity","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_mito_bioenergetics_sensiti.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","909f22a4e60ce88c5fde1c34342c5ed2996ba6990d56f04a476d26ae40bea83b",7303,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_ribosome_translation_sensitivi","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_ribosome_translation_sensi.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","8a4993c16f3709c7dbaa714e77dcef4abe20920cb2bcaa9e7cc684f7565c4a70",7828,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_RNP_RNA_processing_full_sensit","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_RNP_RNA_processing_full_se.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","f80ae859b98e187165ded0a90bd2f3d0084f497c791ed2d0c1b7ef258186ad65",7833,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_RNP_RNA_processing_main_sensit","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_RNP_RNA_processing_main_se.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","83767b6f2744b18f350e7a96907f4af7129d99e1acff8c7b808e5261963e8052",8023,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_synaptic_cytoskeleton_sensitiv","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_Neuropil_synaptic_cytoskeleton_sens.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","0ae2a33affea50ccc4be69be8b7e84d682992ac90f98da73fe79ca5a7f60e531",7529,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_Neuropil_chromatin_RNP_related_explorato","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_Neuropil_chromatin_RNP_related_explo.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","extension from the writer template (ggsave .svg at score_module_activity.R:3343/3357/4088); stem tail unrecoverable, truncated stem retained; content signature = svg, within the writer's emitted formats (svg)","b1c0909065424175f583712a9db437b89b24fdb7f9da7db86358533f340f0e58",7968,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_Neuropil_endo_lysosomal_proteostasis_sen","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_Neuropil_endo_lysosomal_proteostasis.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","2ba971f4277126e1b6f1dae1c3cd66cf97df3bc8728c330d958431b52ebe3e58",7856,FALSE,"becomes discoverable","rename_in_place"
